ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
600006.SH,20010102,2.0884,2.1161,2.08,2.1022,2.0884,0.013799999999999812,0.6608,26361.55,19927.472
600006.SH,20010103,2.0995,2.1771,2.0911,2.1355,2.1022,0.03330000000000011,1.5841,75517.46,58406.537
600006.SH,20010104,2.1632,2.2381,2.1355,2.1605,2.1355,0.02499999999999991,1.1707,168113.34,132399.057
600006.SH,20010105,2.1632,2.2991,2.1632,2.2964,2.1605,0.13590000000000035,6.2902,168776.79,136205.341
600006.SH,20010108,2.3075,2.3768,2.288,2.3296,2.2964,0.033199999999999896,1.4457,175861.34,147804.197
600006.SH,20010109,2.3296,2.3352,2.2603,2.3047,2.3296,-0.024900000000000144,-1.0689,96054.57,79601.692
600006.SH,20010110,2.3047,2.3518,2.2964,2.3324,2.3047,0.027699999999999836,1.2019,60018.02,50452.098
600006.SH,20010111,2.3796,2.3796,2.288,2.3019,2.3324,-0.03049999999999997,-1.3077,59417.5,49593.084
600006.SH,20010112,2.3019,2.3075,2.2437,2.2575,2.3019,-0.044399999999999995,-1.9288,58457.54,47726.134
600006.SH,20010115,2.2548,2.2964,2.2104,2.2437,2.2575,-0.013799999999999812,-0.6113,88214.87,71556.421
600006.SH,20010116,2.2326,2.3657,2.2187,2.3518,2.2437,0.10809999999999986,4.8179,134154.74,111139.559
600006.SH,20010117,2.3518,2.3685,2.3019,2.3019,2.3518,-0.049900000000000055,-2.1218,58214.6,48971.792
600006.SH,20010118,2.3019,2.3324,2.2714,2.2964,2.3019,-0.005499999999999616,-0.2389,39056.34,32439.335
600006.SH,20010119,2.3019,2.3629,2.3019,2.3518,2.2964,0.05539999999999967,2.4125,85445.41,72144.098
600006.SH,20010205,2.3712,2.4267,2.3435,2.3712,2.3518,0.019400000000000084,0.8249,95778.84,82297.262
600006.SH,20010206,2.3601,2.3712,2.2464,2.3574,2.3712,-0.013799999999999812,-0.582,71139.92,59428.371
600006.SH,20010207,2.3574,2.3823,2.3019,2.3213,2.3574,-0.03610000000000024,-1.5313,33645.3,28410.287
600006.SH,20010208,2.2769,2.3407,2.2464,2.2659,2.3213,-0.055400000000000116,-2.3866,45059.35,37104.68
600006.SH,20010209,2.2603,2.3241,2.2603,2.2991,2.2659,0.03320000000000034,1.4652,32063.66,26512.918
600006.SH,20010212,2.2991,2.3629,2.2603,2.3518,2.2991,0.05269999999999975,2.2922,58961.49,49427.417
600006.SH,20010213,2.3518,2.3629,2.2769,2.3407,2.3518,-0.011099999999999888,-0.472,34225.85,28765.107
600006.SH,20010214,2.3296,2.4156,2.3075,2.399,2.3407,0.05830000000000002,2.4907,116975.09,100783.613
600006.SH,20010215,2.4128,2.4184,2.3574,2.3823,2.399,-0.01670000000000016,-0.6961,31298.38,26918.702
